"","Wage","Education","Experience","Black","SMSA","Region"
"3836",379.87,8,50,"No","Yes","NE"
"3837",902.18,14,20,"No","Yes","NE"
"3838",949.67,11,39,"No","Yes","NE"
"3839",830.96,12,20,"No","Yes","NE"
"3840",1282.05,15,25,"No","Yes","NE"
"3841",802.47,12,24,"No","Yes","NE"
"3842",2089.27,17,29,"No","Yes","NE"
"3843",712.25,12,34,"No","Yes","NE"
"3844",610.49,13,12,"Yes","Yes","NE"
"3845",842.83,12,21,"No","Yes","NE"
"3846",783.48,12,38,"No","Yes","NE"
"3847",783.48,15,5,"No","Yes","NE"
"3848",205.76,14,1,"No","Yes","NE"
"3849",116.96,13,1,"No","Yes","NE"
"3850",1068.38,12,19,"No","Yes","NE"
"3851",949.67,18,23,"No","Yes","NE"
"3852",356.13,12,42,"No","Yes","NE"
"3853",691.36,12,28,"No","Yes","NE"
"3854",206.55,15,2,"No","Yes","NE"
"3855",313.79,12,3,"No","Yes","NE"
"3856",997.15,18,6,"No","Yes","NE"
"3857",1068.38,12,23,"No","Yes","NE"
"3858",735.99,12,26,"No","Yes","NE"
"3859",118.71,16,41,"Yes","Yes","NE"
"3860",1271.96,12,29,"No","Yes","NE"
"3861",918.38,9,16,"No","Yes","NE"
"3862",445.63,10,40,"No","Yes","NE"
"3863",498.58,12,3,"No","Yes","NE"
"3864",641.03,12,22,"No","Yes","NE"
"3865",962.96,15,25,"No","Yes","NE"
"3866",166.19,4,32,"No","Yes","NE"
"3867",427.35,14,4,"No","Yes","NE"
"3868",868.95,16,4,"No","Yes","NE"
"3869",444.44,12,14,"No","Yes","NE"
"3870",271.6,12,24,"No","Yes","NE"
"3871",546.06,2,16,"No","Yes","NE"
"3872",759.73,16,16,"No","Yes","NE"
"3873",830.96,18,17,"No","Yes","NE"
"3874",427.35,12,10,"No","Yes","NE"
"3875",2374.15,16,10,"No","Yes","NE"
"3876",481.96,18,24,"No","Yes","NE"
"3877",439.81,15,-2,"No","Yes","NE"
"3878",593.54,12,11,"No","Yes","NE"
"3879",199.91,16,3,"No","Yes","NE"
"3880",320.51,12,39,"No","Yes","NE"
"3881",474.83,14,14,"No","Yes","NE"
"3882",356.13,12,12,"No","Yes","NE"
"3883",522.32,12,32,"No","Yes","NE"
"3884",498.58,14,24,"No","Yes","NE"
"3885",462.96,11,23,"No","Yes","NE"
"3886",843.83,17,34,"No","Yes","NE"
"3887",1115.86,16,8,"No","Yes","NE"
"3888",830.96,12,43,"No","Yes","NE"
"3889",379.84,9,36,"No","Yes","NE"
"3890",888.83,10,46,"No","Yes","NE"
"3891",593.54,12,22,"No","Yes","NE"
"3892",643,12,22,"Yes","Yes","NE"
"3893",555.56,10,25,"Yes","Yes","NE"
"3894",641.03,14,20,"No","Yes","NE"
"3895",569.8,12,18,"No","Yes","NE"
"3896",1305.79,12,22,"No","Yes","NE"
"3897",1198.96,18,12,"No","Yes","NE"
"3898",522.32,12,23,"No","Yes","NE"
"3899",819.52,12,35,"No","Yes","NE"
"3900",704.44,10,46,"No","Yes","NE"
"3901",1187.08,12,43,"No","Yes","NE"
"3902",2374.15,16,31,"No","Yes","NE"
"3903",1068.38,15,31,"No","Yes","NE"
"3904",771.6,12,16,"No","Yes","NE"
"3905",403.61,12,8,"No","Yes","NE"
"3906",391.74,12,43,"No","Yes","NE"
"3907",393.14,12,7,"No","Yes","NE"
"3908",876.07,13,26,"No","Yes","NE"
"3909",1258.31,12,22,"No","Yes","NE"
"3910",189.93,12,1,"No","Yes","NE"
"3911",688.51,15,4,"No","Yes","NE"
"3912",1156.22,12,25,"No","Yes","NE"
"3913",664.77,12,30,"No","Yes","NE"
"3914",427.35,12,8,"No","Yes","NE"
"3915",555.56,11,29,"Yes","Yes","NE"
"3916",246.91,12,3,"Yes","Yes","NE"
"3917",427.35,12,38,"Yes","Yes","NE"
"3918",379.87,12,4,"No","Yes","NE"
"3919",1139.6,15,12,"Yes","Yes","NE"
"3920",352.73,11,13,"No","Yes","NE"
"3921",1305.79,12,41,"No","Yes","NE"
"3922",783.48,11,21,"No","Yes","NE"
"3923",246.91,10,7,"No","Yes","NE"
"3924",237.42,12,16,"Yes","Yes","NE"
"3925",830.96,14,17,"No","Yes","NE"
"3926",679.01,8,41,"No","Yes","NE"
"3927",379.87,12,17,"No","Yes","NE"
"3928",299.03,12,3,"No","Yes","NE"
"3929",689.53,11,38,"No","Yes","NE"
"3930",949.67,16,15,"No","Yes","NE"
"3931",1424.5,16,29,"No","Yes","NE"
"3932",617.28,18,9,"No","Yes","NE"
"3933",826.21,12,22,"No","Yes","NE"
"3934",652.9,12,37,"No","Yes","NE"
"3935",296.77,12,7,"Yes","Yes","NE"
"3936",712.25,10,34,"Yes","Yes","NE"
"3937",823.05,12,35,"Yes","Yes","NE"
"3938",237.42,4,41,"No","Yes","NE"
"3939",617.28,11,31,"No","Yes","NE"
"3940",830.96,18,19,"No","Yes","NE"
"3941",498.58,12,46,"No","Yes","NE"
"3942",484.14,16,5,"No","Yes","NE"
"3943",1234.57,12,20,"No","Yes","NE"
"3944",1424.5,12,37,"No","Yes","NE"
"3945",1851.85,18,-1,"No","Yes","NE"
"3946",3806.58,16,-1,"No","Yes","NE"
"3947",193.49,13,7,"No","Yes","NE"
"3948",997.15,18,4,"No","Yes","NE"
"3949",735.99,13,28,"No","Yes","NE"
"3950",403.61,14,6,"No","Yes","NE"
"3951",327.54,16,2,"No","Yes","NE"
"3952",830.96,12,6,"No","Yes","NE"
"3953",1469.72,12,14,"No","Yes","NE"
"3954",2374.15,18,10,"No","Yes","NE"
"3955",712.25,13,17,"No","Yes","NE"
"3956",474.83,12,20,"No","Yes","NE"
"3957",641.03,12,19,"No","Yes","NE"
"3958",1827.16,17,17,"No","Yes","NE"
"3959",1424.5,16,41,"No","Yes","NE"
"3960",830.96,16,18,"No","Yes","NE"
"3961",759.73,18,17,"No","Yes","NE"
"3962",1068.38,16,33,"No","Yes","NE"
"3963",1424.5,14,47,"No","Yes","NE"
"3964",617.28,15,2,"No","Yes","NE"
"3965",664.77,11,43,"No","Yes","NE"
"3966",493.83,14,0,"No","Yes","NE"
"3967",918.75,18,15,"No","Yes","NE"
"3968",427.16,12,3,"No","Yes","NE"
"3969",294.16,12,1,"No","Yes","NE"
"3970",937.8,16,28,"Yes","Yes","NE"
"3971",522.32,12,45,"No","Yes","NE"
"3972",451.09,13,8,"No","Yes","NE"
"3973",617.28,13,8,"Yes","Yes","NE"
"3974",432.1,13,18,"Yes","Yes","NE"
"3975",154.32,12,11,"No","Yes","NE"
"3976",173.31,7,16,"No","Yes","NE"
"3977",759.73,12,14,"No","Yes","NE"
"3978",1044.63,16,33,"No","Yes","NE"
"3979",1661.92,16,23,"No","Yes","NE"
"3980",385.8,15,-1,"No","Yes","NE"
"3981",320.51,12,14,"Yes","Yes","NE"
"3982",106.84,12,1,"Yes","Yes","NE"
"3983",368,15,15,"Yes","Yes","NE"
"3984",339.51,12,26,"Yes","Yes","NE"
"3985",237.42,12,1,"No","Yes","NE"
"3986",474.83,12,8,"Yes","Yes","NE"
"3987",949.67,10,36,"Yes","Yes","NE"
"3988",593.54,6,26,"No","Yes","NE"
"3989",472.36,16,5,"No","Yes","NE"
"3990",622.03,6,26,"Yes","Yes","NE"
"3991",522.32,16,8,"No","Yes","NE"
"3992",626.78,14,4,"No","Yes","NE"
"3993",403.61,12,4,"Yes","Yes","NE"
"3994",427.35,12,43,"No","Yes","NE"
"3995",617.28,18,16,"No","Yes","NE"
"3996",1187.08,16,6,"No","Yes","NE"
"3997",902.18,10,24,"No","Yes","NE"
"3998",1187.08,16,27,"No","Yes","NE"
"3999",1135.8,12,35,"No","Yes","NE"
"4000",427.35,10,10,"No","Yes","NE"
"4001",712.25,12,24,"Yes","Yes","NE"
"4002",246.2,14,28,"Yes","Yes","NE"
"4003",1495.73,14,11,"Yes","Yes","NE"
"4004",848.77,14,10,"No","Yes","NE"
"4005",189.93,12,15,"Yes","Yes","NE"
"4006",552.14,9,39,"No","Yes","NE"
"4007",830.96,16,5,"No","Yes","NE"
"4008",1372.27,16,14,"No","Yes","NE"
"4009",546.06,18,7,"No","Yes","NE"
"4010",664.77,15,12,"No","Yes","NE"
"4011",641.03,13,30,"No","Yes","NE"
"4012",1780.63,16,10,"No","Yes","NE"
"4013",1044.63,12,29,"No","Yes","NE"
"4014",537.27,16,28,"No","Yes","NE"
"4015",1424.5,12,34,"No","Yes","NE"
"4016",1105.97,18,19,"No","Yes","NE"
"4017",456.91,11,13,"No","Yes","NE"
"4018",657.64,16,17,"No","Yes","NE"
"4019",1068.38,16,17,"No","Yes","NE"
"4020",1495.73,16,15,"No","Yes","NE"
"4021",830.96,16,8,"No","Yes","NE"
"4022",546.06,14,44,"No","Yes","NE"
"4023",370.37,11,12,"No","Yes","NE"
"4024",379.87,16,17,"No","Yes","NE"
"4025",731.24,16,6,"Yes","Yes","NE"
"4026",308.64,12,32,"No","Yes","NE"
"4027",617.28,13,11,"No","Yes","NE"
"4028",474.83,10,9,"No","Yes","NE"
"4029",1187.08,18,18,"No","Yes","NE"
"4030",1369.9,17,17,"No","Yes","NE"
"4031",1780.63,16,19,"No","Yes","NE"
"4032",1068.38,16,13,"Yes","Yes","NE"
"4033",1068.38,18,4,"No","Yes","NE"
"4034",569.8,10,26,"No","Yes","NE"
"4035",593.54,8,44,"No","Yes","NE"
"4036",664.77,12,41,"Yes","Yes","NE"
"4037",379.87,12,44,"No","Yes","NE"
"4038",498.58,12,7,"No","Yes","NE"
"4039",712.25,12,24,"Yes","Yes","NE"
"4040",246.3,11,14,"Yes","Yes","NE"
"4041",1155.77,12,33,"No","Yes","NE"
"4042",284.9,6,16,"No","Yes","NE"
"4043",123.46,12,6,"No","Yes","NE"
"4044",997.15,12,16,"No","Yes","NE"
"4045",253.24,11,5,"No","Yes","NE"
"4046",356.13,12,3,"No","Yes","NE"
"4047",593.54,5,41,"No","Yes","NE"
"4048",411.52,12,10,"No","Yes","NE"
"4049",303.89,2,36,"No","Yes","NE"
"4050",273.03,12,35,"No","Yes","NE"
"4051",403.61,14,16,"Yes","Yes","NE"
"4052",344.25,13,4,"No","Yes","NE"
"4053",284.9,10,10,"No","Yes","NE"
"4054",641.03,16,14,"No","Yes","NE"
"4055",2374.15,18,20,"No","Yes","NE"
"4056",2469.11,17,21,"No","Yes","NE"
"4057",729.52,12,22,"No","Yes","NE"
"4058",569.8,17,35,"No","Yes","NE"
"4059",546.06,16,5,"No","Yes","NE"
"4060",205.76,16,0,"No","Yes","NE"
"4061",712.25,12,33,"No","Yes","NE"
"4062",712.25,15,14,"No","Yes","NE"
"4063",1929.96,17,31,"No","Yes","NE"
"4064",835.26,16,1,"No","Yes","NE"
"4065",474.83,12,44,"No","Yes","NE"
"4066",1282.05,18,9,"No","Yes","NE"
"4067",2051.04,18,11,"No","Yes","NE"
"4068",949.67,11,28,"No","Yes","NE"
"4069",1197.2,16,37,"No","Yes","NE"
"4070",333.33,16,-1,"No","Yes","NE"
"4071",854.7,12,24,"No","Yes","NE"
"4072",953.94,13,47,"No","Yes","NE"
"4073",1118.23,12,31,"No","Yes","NE"
"4074",668.72,16,31,"No","Yes","NE"
"4075",1187.08,16,3,"No","Yes","NE"
"4076",1187.08,18,38,"No","Yes","NE"
"4077",474.83,16,39,"No","Yes","NE"
"4078",200.2,12,4,"No","Yes","NE"
"4079",1694.5,18,11,"No","Yes","NE"
"4080",2255.46,15,7,"No","Yes","NE"
"4081",522.32,10,43,"No","Yes","NE"
"4082",878.44,14,6,"No","Yes","NE"
"4083",890.31,15,18,"No","Yes","NE"
"4084",498.58,12,20,"Yes","Yes","NE"
"4085",830.96,12,32,"No","Yes","NE"
"4086",497.86,18,14,"No","Yes","NE"
"4087",668.72,12,44,"No","Yes","NE"
"4088",284.9,12,19,"No","Yes","NE"
"4089",332.38,8,37,"Yes","Yes","NE"
"4090",1187.08,16,14,"No","Yes","NE"
"4091",2374.15,16,17,"No","Yes","NE"
"4092",332.38,16,3,"No","Yes","NE"
"4093",474.83,12,33,"No","Yes","NE"
"4094",427.35,14,1,"No","Yes","NE"
"4095",878.44,12,9,"No","Yes","NE"
"4096",949.67,16,20,"No","Yes","NE"
"4097",1020.89,18,31,"No","Yes","NE"
"4098",1187.08,16,7,"No","Yes","NE"
"4099",1039.89,17,41,"No","Yes","NE"
"4100",2374.15,18,19,"No","Yes","NE"
"4101",308.64,13,0,"Yes","Yes","NE"
"4102",909.68,12,30,"No","Yes","NE"
"4103",848.77,12,4,"No","Yes","NE"
"4104",1668.34,12,10,"No","Yes","NE"
"4105",478.63,16,45,"No","Yes","NE"
"4106",403.61,12,47,"No","Yes","NE"
"4107",641.03,10,36,"No","Yes","NE"
"4108",403.29,10,5,"No","Yes","NE"
"4109",522.32,12,29,"No","Yes","NE"
"4110",1517.79,12,29,"No","Yes","NE"
"4111",816.07,12,3,"No","Yes","NE"
"4112",498.58,16,42,"No","Yes","NE"
"4113",296.77,12,27,"Yes","Yes","NE"
"4114",569.8,12,38,"No","Yes","NE"
"4115",593.54,14,30,"No","Yes","NE"
"4116",740.74,18,20,"No","Yes","NE"
"4117",1209.37,10,44,"No","Yes","NE"
"4118",783.48,12,20,"No","Yes","NE"
"4119",925.93,12,28,"No","Yes","NE"
"4120",462.96,12,13,"No","Yes","NE"
"4121",830.96,12,12,"No","Yes","NE"
"4122",1028.81,17,3,"No","Yes","NE"
"4123",949.67,12,39,"No","Yes","NE"
"4124",712.25,12,16,"No","Yes","NE"
"4125",712.25,11,31,"No","Yes","NE"
"4126",830.96,12,25,"No","Yes","NE"
"4127",293.94,15,0,"No","Yes","NE"
"4128",712.25,12,29,"No","Yes","NE"
"4129",1305.79,16,12,"No","Yes","NE"
"4130",925.93,6,27,"No","Yes","NE"
"4131",182.34,12,3,"No","Yes","NE"
"4132",284.9,12,26,"No","Yes","NE"
"4133",474.83,18,38,"No","Yes","NE"
"4134",284.9,12,6,"No","Yes","NE"
"4135",735.99,12,45,"No","Yes","NE"
"4136",237.42,15,12,"Yes","Yes","NE"
"4137",949.67,10,11,"Yes","Yes","NE"
"4138",474.83,11,17,"Yes","Yes","NE"
"4139",320.51,12,9,"Yes","Yes","NE"
"4140",301.04,12,20,"No","Yes","NE"
"4141",209.88,5,31,"Yes","Yes","NE"
"4142",2374.15,16,20,"No","Yes","NE"
"4143",593.54,16,8,"No","Yes","NE"
"4144",807.22,12,24,"No","Yes","NE"
"4145",593.54,12,11,"No","Yes","NE"
"4146",151.17,9,21,"Yes","Yes","NE"
"4147",1024.41,15,32,"No","Yes","NE"
"4148",1187.08,13,18,"No","Yes","NE"
"4149",474.83,16,6,"No","Yes","NE"
"4150",664.77,16,2,"No","Yes","NE"
"4151",522.32,12,3,"No","Yes","NE"
"4152",557.93,12,30,"Yes","Yes","NE"
"4153",759.73,12,13,"No","Yes","NE"
"4154",115.74,16,14,"No","Yes","NE"
"4155",532.56,14,7,"No","Yes","NE"
"4156",641.03,17,11,"No","Yes","NE"
"4157",308.64,12,6,"No","Yes","NE"
"4158",325.79,12,42,"No","Yes","NE"
"4159",164.61,16,0,"No","Yes","NE"
"4160",617.28,16,21,"No","Yes","NE"
"4161",391.74,14,4,"No","Yes","NE"
"4162",402.58,16,2,"No","Yes","NE"
"4163",474.83,18,4,"No","Yes","NE"
"4164",688.51,16,10,"No","Yes","NE"
"4165",1020.89,13,33,"No","Yes","NE"
"4166",973.41,18,4,"No","Yes","NE"
"4167",569.8,12,31,"No","Yes","NE"
"4168",214.71,12,2,"No","Yes","NE"
"4169",1068.38,12,11,"No","Yes","NE"
"4170",652.9,16,19,"No","Yes","NE"
"4171",641.03,12,8,"No","Yes","NE"
"4172",312.42,12,7,"No","Yes","NE"
"4173",403.61,13,5,"No","Yes","NE"
"4174",586.42,13,17,"No","Yes","NE"
"4175",2519.5,18,20,"No","Yes","NE"
"4176",1187.08,17,22,"No","Yes","NE"
"4177",949.67,17,21,"No","Yes","NE"
"4178",1080.25,16,17,"No","Yes","NE"
"4179",1424.5,18,11,"No","Yes","NE"
"4180",604.23,13,8,"No","Yes","NE"
"4181",2374.15,18,16,"No","Yes","NE"
"4182",466.39,12,5,"No","Yes","NE"
"4183",700.38,16,4,"No","Yes","NE"
"4184",830.96,18,7,"No","Yes","NE"
"4185",284.88,7,42,"Yes","Yes","NE"
"4186",356.1,8,37,"Yes","Yes","NE"
"4187",427.35,12,18,"Yes","Yes","NE"
"4188",949.67,11,36,"Yes","Yes","NE"
"4189",356.13,12,6,"No","Yes","NE"
"4190",474.83,10,24,"No","Yes","NE"
"4191",451.09,9,51,"No","Yes","NE"
"4192",271.6,13,11,"No","Yes","NE"
"4193",593.54,10,11,"No","Yes","NE"
"4194",712.25,12,18,"Yes","Yes","NE"
"4195",469.14,12,8,"Yes","Yes","NE"
"4196",459.37,16,12,"No","Yes","NE"
"4197",167.76,10,23,"No","Yes","NE"
"4198",403.61,9,16,"No","Yes","NE"
"4199",830.96,12,18,"No","Yes","NE"
"4200",522.32,12,17,"No","Yes","NE"
"4201",593.54,16,4,"No","Yes","NE"
"4202",546.06,18,18,"No","Yes","NE"
"4203",474.83,11,15,"No","Yes","NE"
"4204",474.83,12,16,"No","Yes","NE"
"4205",474.83,12,6,"No","Yes","NE"
"4206",617.28,12,2,"No","Yes","NE"
"4207",830.96,12,11,"No","Yes","NE"
"4208",522.32,16,3,"No","Yes","NE"
"4209",1946.82,18,20,"No","Yes","NE"
"4210",997.15,16,20,"No","Yes","NE"
"4211",1424.5,12,34,"No","Yes","NE"
"4212",237.42,16,0,"No","Yes","NE"
"4213",569.8,12,6,"No","Yes","NE"
"4214",949.67,11,45,"No","Yes","NE"
"4215",949.67,16,20,"No","Yes","NE"
"4216",593.54,14,49,"No","Yes","NE"
"4217",293.3,7,21,"Yes","Yes","NE"
"4218",281.48,14,18,"No","Yes","NE"
"4219",332.38,13,29,"Yes","Yes","NE"
"4220",474.83,14,13,"No","Yes","NE"
"4221",1028.81,12,27,"No","Yes","NE"
"4222",641.03,15,6,"No","Yes","NE"
"4223",899.81,12,12,"No","Yes","NE"
"4224",451.09,11,42,"No","Yes","NE"
"4225",522.32,12,5,"No","Yes","NE"
"4226",498.58,12,37,"No","Yes","NE"
"4227",759.73,10,40,"No","Yes","NE"
"4228",997.15,16,14,"No","Yes","NE"
"4229",593.54,12,11,"No","Yes","NE"
"4230",379.87,16,0,"No","Yes","NE"
"4231",237.42,16,2,"Yes","Yes","NE"
"4232",626.52,13,22,"No","Yes","NE"
"4233",432.1,12,20,"No","Yes","NE"
"4234",289.35,12,1,"No","Yes","NE"
"4235",1044.63,12,42,"No","Yes","NE"
"4236",411.52,12,12,"No","Yes","NE"
"4237",830.96,12,12,"No","Yes","NE"
"4238",1234.57,13,23,"No","Yes","NE"
"4239",1153.85,14,21,"No","Yes","NE"
"4240",1305.79,16,16,"No","Yes","NE"
"4241",104.46,14,8,"No","Yes","NE"
"4242",712.25,16,39,"No","Yes","NE"
"4243",1661.92,15,32,"No","Yes","NE"
"4244",462.96,14,5,"No","Yes","NE"
"4245",118.71,14,3,"No","Yes","NE"
"4246",735.99,14,12,"No","Yes","NE"
"4247",617.28,12,5,"No","Yes","NE"
"4248",401.23,12,6,"No","Yes","NE"
"4249",593.54,3,43,"No","Yes","NE"
"4250",902.18,17,19,"No","Yes","NE"
"4251",410.78,12,26,"No","Yes","NE"
"4252",849.5,8,18,"No","Yes","NE"
"4253",488.68,12,3,"No","Yes","NE"
"4254",363.01,0,47,"No","Yes","NE"
"4255",197.53,12,0,"No","Yes","NE"
"4256",641.03,10,39,"No","Yes","NE"
"4257",432.69,12,22,"No","Yes","NE"
"4258",1139.6,12,6,"No","Yes","NE"
"4259",435.73,14,5,"No","Yes","NE"
"4260",830.48,12,51,"No","Yes","NE"
"4261",392.59,12,20,"No","Yes","NE"
"4262",890.31,12,16,"No","Yes","NE"
"4263",546.06,12,36,"No","Yes","NE"
"4264",712.25,18,4,"No","Yes","NE"
"4265",493.83,14,3,"No","Yes","NE"
"4266",1068.38,16,16,"No","Yes","NE"
"4267",949.67,18,9,"No","Yes","NE"
"4268",555.56,13,21,"Yes","Yes","NE"
"4269",491.11,8,35,"No","Yes","NE"
"4270",593.54,16,5,"No","Yes","NE"
"4271",712.25,13,7,"No","Yes","NE"
"4272",949.67,16,21,"No","Yes","NE"
"4273",937.8,12,14,"No","Yes","NE"
"4274",783.48,12,22,"No","Yes","NE"
"4275",474.83,16,11,"No","Yes","NE"
"4276",474.83,14,11,"No","Yes","NE"
"4277",2374.15,18,8,"No","Yes","NE"
"4278",1661.92,18,38,"No","Yes","NE"
"4279",1543.21,18,22,"No","Yes","NE"
"4280",1139.6,18,17,"No","Yes","NE"
"4281",1329.53,18,18,"No","Yes","NE"
"4282",1780.63,17,27,"No","Yes","NE"
"4283",1899.34,17,20,"No","Yes","NE"
"4284",1559.83,18,12,"No","Yes","NE"
"4285",189.93,8,8,"No","Yes","NE"
"4286",901.12,12,46,"No","Yes","NE"
"4287",1471.98,16,25,"No","Yes","NE"
"4288",1377.02,18,18,"No","Yes","NE"
"4289",593.54,12,44,"No","Yes","NE"
"4290",772.06,15,13,"No","Yes","NE"
"4291",1049.38,12,25,"No","Yes","NE"
"4292",593.54,10,11,"No","Yes","NE"
"4293",474.83,12,0,"No","Yes","NE"
"4294",987.65,12,17,"No","Yes","NE"
"4295",474.83,8,42,"No","Yes","NE"
"4296",405.86,12,38,"No","Yes","NE"
"4297",427.85,12,7,"No","Yes","NE"
"4298",783.48,16,10,"No","Yes","NE"
"4299",788.18,16,6,"No","Yes","NE"
"4300",954.42,18,29,"No","Yes","NE"
"4301",617.28,12,9,"No","Yes","NE"
"4302",1353.28,18,40,"No","Yes","NE"
"4303",854.7,16,7,"No","Yes","NE"
"4304",902.18,16,-2,"No","Yes","NE"
"4305",854.7,14,10,"No","Yes","NE"
"4306",1317.28,13,29,"No","Yes","NE"
"4307",1020.89,18,4,"No","Yes","NE"
"4308",587.65,14,10,"No","Yes","NE"
"4309",493.83,12,11,"No","Yes","NE"
"4310",2374.15,14,6,"No","Yes","NE"
"4311",712.25,16,2,"No","Yes","NE"
"4312",1068.38,16,8,"No","Yes","NE"
"4313",370.37,12,16,"Yes","Yes","NE"
"4314",382.72,12,19,"Yes","Yes","NE"
"4315",670.96,12,27,"No","Yes","NE"
"4316",641.03,12,11,"No","Yes","NE"
"4317",343.68,11,11,"No","Yes","NE"
"4318",474.83,16,3,"Yes","Yes","NE"
"4319",977.37,12,11,"No","Yes","NE"
"4320",890.31,14,13,"No","Yes","NE"
"4321",1092.12,15,17,"No","Yes","NE"
"4322",664.77,12,16,"No","Yes","NE"
"4323",356.13,5,19,"No","Yes","NE"
"4324",1709.4,16,30,"No","Yes","NE"
"4325",515.19,12,48,"No","Yes","NE"
"4326",1068.38,16,15,"No","Yes","NE"
"4327",296.3,6,15,"No","Yes","NE"
"4328",830.96,12,38,"No","Yes","NE"
"4329",593.54,16,3,"No","Yes","NE"
"4330",1187.08,18,39,"No","Yes","NE"
"4331",712.25,16,25,"No","Yes","NE"
"4332",1661.92,12,43,"No","Yes","NE"
"4333",1187.08,17,40,"No","Yes","NE"
"4334",1780.63,18,22,"No","Yes","NE"
"4335",973.41,18,15,"No","Yes","NE"
"4336",349,17,21,"No","Yes","NE"
"4337",1661.92,12,34,"No","Yes","NE"
"4338",332.38,14,8,"No","Yes","NE"
"4339",522.32,13,8,"No","Yes","NE"
"4340",394.11,16,4,"No","Yes","NE"
"4341",1329.53,14,44,"No","Yes","NE"
"4342",643,12,19,"No","Yes","NE"
"4343",593.54,12,10,"No","Yes","NE"
"4344",664.77,12,8,"No","Yes","NE"
"4345",664.77,12,19,"No","Yes","NE"
"4346",664.77,16,4,"No","Yes","NE"
"4347",205.76,12,3,"No","Yes","NE"
"4348",185.19,12,8,"No","Yes","NE"
"4349",213.68,8,7,"No","Yes","NE"
"4350",522.32,16,9,"No","Yes","NE"
"4351",759.73,12,7,"No","Yes","NE"
"4352",277.78,12,3,"No","Yes","NE"
"4353",332.38,12,12,"No","Yes","NE"
"4354",588.79,16,13,"No","Yes","NE"
"4355",1305.79,16,8,"No","Yes","NE"
"4356",1452.43,13,22,"No","Yes","NE"
"4357",586.42,9,21,"No","Yes","NE"
"4358",740.34,12,41,"No","Yes","NE"
"4359",356.13,12,4,"No","Yes","NE"
"4360",474.83,13,7,"No","Yes","NE"
"4361",617.28,12,12,"No","Yes","NE"
"4362",2374.15,18,20,"No","Yes","NE"
"4363",878.44,16,4,"No","Yes","NE"
"4364",142.45,12,25,"No","Yes","NE"
"4365",830.96,12,41,"No","Yes","NE"
"4366",1282.05,12,42,"No","Yes","NE"
"4367",830.96,13,46,"No","Yes","NE"
"4368",664.77,14,9,"No","Yes","NE"
"4369",1187.08,12,29,"No","Yes","NE"
"4370",712.25,16,43,"No","Yes","NE"
"4371",712.25,18,16,"No","Yes","NE"
"4372",593.54,13,2,"No","Yes","NE"
"4373",498.58,9,30,"No","Yes","NE"
"4374",555.56,18,13,"No","Yes","NE"
"4375",699.59,12,48,"No","Yes","NE"
"4376",546.06,5,36,"No","Yes","NE"
"4377",473.65,13,11,"No","Yes","NE"
"4378",807.22,12,8,"No","Yes","NE"
"4379",593.54,16,4,"No","Yes","NE"
"4380",522.32,6,47,"No","Yes","NE"
"4381",356.13,14,6,"No","Yes","NE"
"4382",593.54,14,29,"Yes","Yes","NE"
"4383",284.9,12,23,"Yes","Yes","NE"
"4384",830.96,8,40,"No","Yes","NE"
"4385",1068.38,11,9,"No","Yes","NE"
"4386",569.8,10,14,"No","Yes","NE"
"4387",1324.79,12,27,"No","Yes","NE"
"4388",370.37,12,8,"No","Yes","NE"
"4389",1068.38,16,28,"No","Yes","NE"
"4390",561.17,12,3,"No","Yes","NE"
"4391",830.96,17,1,"No","Yes","NE"
"4392",237.42,15,12,"No","Yes","NE"
"4393",1733.14,16,26,"No","Yes","NE"
"4394",411.52,16,1,"No","Yes","NE"
"4395",1139.6,16,28,"No","Yes","NE"
"4396",385.8,13,-1,"No","Yes","NE"
"4397",6913.58,16,41,"No","Yes","NE"
"4398",569.8,13,9,"No","Yes","NE"
"4399",759.73,12,16,"Yes","Yes","NE"
"4400",1975.31,14,32,"No","Yes","NE"
"4401",783.48,12,18,"No","Yes","NE"
"4402",949.67,10,34,"No","Yes","NE"
"4403",593.54,12,13,"No","Yes","NE"
"4404",836.89,15,10,"No","Yes","NE"
"4405",581.67,12,14,"No","Yes","NE"
"4406",664.77,10,36,"No","Yes","NE"
"4407",427.35,12,7,"No","Yes","NE"
"4408",395.06,12,5,"No","Yes","NE"
"4409",854.7,14,11,"No","Yes","NE"
"4410",1424.5,14,32,"No","Yes","NE"
"4411",712.25,16,6,"No","Yes","NE"
"4412",546.06,13,4,"No","Yes","NE"
"4413",1139.6,13,14,"No","Yes","NE"
"4414",1337.45,18,29,"No","Yes","NE"
"4415",1068.38,18,6,"No","Yes","NE"
"4416",1234.57,18,15,"No","Yes","NE"
"4417",1128.42,12,28,"No","Yes","NE"
"4418",902.18,12,10,"No","Yes","NE"
"4419",515.19,17,11,"No","Yes","NE"
"4420",1780.63,1,41,"No","Yes","NE"
"4421",1068.38,18,36,"No","Yes","NE"
"4422",1056.51,16,19,"No","Yes","NE"
"4423",578.7,12,38,"No","Yes","NE"
"4424",878.44,11,30,"No","Yes","NE"
"4425",356.13,8,29,"No","Yes","NE"
"4426",474.83,7,24,"Yes","Yes","NE"
"4427",949.67,11,19,"Yes","Yes","NE"
"4428",1543.21,12,16,"No","Yes","NE"
"4429",2231.72,15,36,"No","Yes","NE"
"4430",593.54,12,16,"No","Yes","NE"
"4431",823.05,12,40,"No","Yes","NE"
